RecID,idtruth
A984103,1189
A914169,410
A963075,410
A995058,2101
A909466,452
A928319,2102
A966853,452
A971780,452
A984301,452
A935807,441
A963745,441
A907336,536
A925360,2103
A952430,536
A916414,312
A948195,312
A965183,2104
A939520,358
A953523,2105
A963330,2106
A980966,358
A920094,257
A925218,2107
A947142,2108
A952416,982
A957847,982
A961652,982
A982656,111
A985185,257
A986687,2109
A992256,111
A992755,982
A908653,1146
A948984,1146
A964404,1146
A970407,1146
A946528,675
A981415,675
A924231,115
A928849,115
A944970,2110
A972710,2111
A981255,2112
A985105,2113
A912151,188
A956802,188
A957309,2114
A960959,2115
A920384,1336
A955814,1336
A987003,1336
A912134,1244
A927252,1244
A964296,1244
A917033,826
A918993,248
A920205,826
A925152,2116
A943058,248
A946341,2117
A947865,826
A969097,2118
A976329,2119
A994005,2120
A907164,1106
A921405,1106
A938580,983
A982914,1106
A994309,983
A996222,983
A949164,2121
A985898,2122
A945314,2123
A964531,2124
A912624,2125
A947519,2126
A967395,2127
A969779,2128
A990293,2129
A911368,781
A937324,781
A942400,781
A972990,781
A984270,2130
A916545,574
A928654,2131
A929966,2132
A932421,574
A963780,2133
A904739,1016
A913315,390
A930172,653
A934564,2134
A948127,653
A951976,390
A959904,1016
A966819,2135
A982647,1016
A933933,1110
A974051,1110
A990998,1110
A992798,2136
A939732,2137
A907284,211
A940218,1213
A953170,2138
A956273,1213
A965172,211
A994934,1213
A933790,14
A950793,156
A961465,156
A962555,156
A971421,156
A980512,14
A992222,2139
A955772,2140
A966227,2141
A966398,2142
A942149,182
A946936,2143
A997513,182
A917299,840
A936420,840
A989352,32
A990996,32
A998569,840
A920536,63
A927873,328
A929265,63
A929401,328
A931085,63
A943117,2144
A955844,63
A957038,63
A988209,63
A908884,2145
A939748,2146
A977425,157
A988451,157
A995134,2147
A915428,746
A927708,746
A942266,746
A942514,2148
A948723,174
A980988,174
A983542,746
A998008,746
A916045,472
A933356,744
A935973,744
A938631,747
A951025,747
A951918,744
A975196,472
A975578,747
A930572,747
A932839,747
A961183,2149
A962928,1065
A974654,1065
A976250,1065
A976261,747
A977049,2150
A918618,1169
A922841,387
A930387,1113
A932587,387
A939529,1113
A940953,1113
A964557,2151
A967470,1169
A988839,1169
A911202,2152
A917167,387
A927360,387
A984363,223
A995349,223
A913637,2153
A921222,2154
A927415,561
A967511,561
A980864,2155
A996507,2156
A905577,2157
A915357,2158
A927430,796
A930856,268
A935857,796
A963558,796
A970439,268
A912796,892
A916924,892
A927081,892
A927545,892
A928287,892
A983689,892
A989598,892
A993091,892
A907782,2159
A915416,718
A939670,718
A981815,2160
A929431,626
A933898,664
A955616,626
A974315,591
A976836,591
A986058,664
A994211,626
A938776,626
A946445,626
A948360,2161
A970888,626
A973892,626
A974176,626
A993558,626
A952525,2162
A954764,2163
A993909,2164
A906321,808
A911537,2165
A913293,808
A977620,808
A993560,808
A917529,812
A921633,812
A958945,2166
A987487,812
A937475,929
A975885,929
A976491,929
A919472,619
A929751,98
A929771,2167
A947137,577
A947544,619
A962299,98
A997684,577
A935984,1201
A942228,1201
A982334,1201
A918059,1237
A918124,2168
A938362,1237
A963149,1237
A973433,2169
A915852,2170
A919995,2171
A959286,253
A971933,253
A980083,2172
A911120,764
A942952,2173
A944339,2174
A970015,764
A981133,764
A937725,2175
A948015,2176
A909177,2177
A941132,719
A954154,719
A968555,2178
A970203,2179
A990205,2180
A926651,1258
A946704,2181
A967548,1258
A987466,1258
A987639,2182
A910260,2183
A925258,1176
A958213,1176
A972897,1176
A983520,2184
A939297,2185
A996736,2186
A997909,2187
A911180,2188
A920336,2189
A928298,529
A938548,2190
A940870,529
A969350,2191
A906940,867
A922409,941
A942615,867
A943272,941
A945738,941
A947748,867
A963905,2192
A965437,2193
A905010,1084
A905320,1084
A920464,1084
A936202,1084
A943916,680
A965512,680
A981976,680
A922294,680
A936433,680
A975585,680
A981538,2194
A909680,2195
A923894,1264
A925247,2196
A934404,517
A935391,1264
A944169,517
A962124,1264
A981356,2197
A909904,1326
A932883,1326
A954578,542
A970615,1326
A991328,542
A909342,249
A923169,870
A939381,408
A959515,870
A976579,408
A986974,870
A997180,249
A906338,2198
A906634,1147
A914623,1147
A970868,1147
A932268,2199
A947995,2200
A989828,191
A994745,191
A997573,2201
A909370,2202
A944621,2203
A906900,645
A910240,1303
A916010,645
A927896,645
A948032,627
A981122,627
A987075,1303
A989080,1303
A912144,645
A912344,2204
A924515,2205
A962186,645
A990668,645
A931248,2206
A942774,2207
A996923,2208
A945532,2209
A955617,473
A978475,473
A912507,1044
A924835,1044
A942960,109
A943041,285
A959855,109
A961270,285
A970904,1044
A982839,2210
A916387,1126
A919704,1126
A938034,2211
A946122,1126
A966288,2212
A986946,35
A988578,35
A938501,2213
A915795,2214
A922353,1305
A936490,2215
A949345,1305
A961513,136
A969675,136
A977517,1305
A997168,1305
A918873,3
A925292,2216
A942948,786
A950105,786
A969413,786
A987411,3
A996245,786
A966758,428
A988479,428
A994169,428
A997900,428
A908280,2217
A912593,2218
A920525,310
A929250,310
A980108,2219
A986722,2220
A997635,2221
A955447,2222
A981473,2223
A910692,649
A942566,2224
A957306,2225
A975124,2226
A979445,1229
A983902,649
A995871,1229
A914063,1229
A926823,1045
A935799,1045
A951016,2227
A971634,2228
A992394,1045
A996995,2229
A983478,2230
A948425,2231
A958133,1315
A972595,1315
A993692,1315
A915491,1315
A922863,2232
A991529,2233
A933265,688
A952652,2234
A989429,688
A939119,2235
A911037,922
A929982,988
A936656,922
A964565,988
A968272,2236
A981807,988
A983703,922
A905693,271
A935332,1199
A938920,1199
A949415,271
A951752,1199
A994311,2237
A942066,2238
A968902,2239
A915095,2240
A925576,563
A937079,2241
A942821,563
A973679,279
A983021,279
A912561,2242
A935768,2243
A940232,2244
A973963,180
A994412,180
A925651,806
A970016,2245
A979206,806
A981595,806
A986620,2246
A988015,806
A988877,806
A992483,806
A985852,2247
A905796,2248
A919728,1050
A928760,1050
A937582,1234
A942713,1050
A959469,1050
A981119,1234
A985674,1234
A986348,1050
A914275,2249
A951661,1188
A968227,2250
A968280,1188
A982500,1188
A932322,1342
A933738,1342
A938676,613
A962882,1342
A983546,1342
A990296,352
A998980,613
A912470,596
A917253,475
A921589,596
A945229,2251
A951907,2252
A974858,475
A986803,352
A995468,2253
A909692,2254
A919679,2255
A948886,2256
A962326,2257
A908757,2258
A993068,2259
A977451,2260
A978243,2261
A920190,1159
A930228,320
A930529,2262
A946803,2263
A960604,87
A967742,87
A976522,1159
A988826,1159
A994827,320
A911166,710
A924894,2264
A930672,2265
A949545,2266
A963848,1368
A970881,710
A980218,1368
A981028,1368
A916775,2267
A925681,813
A926793,2268
A931696,813
A940592,813
A946852,2269
A947375,2270
A972924,813
A974385,2271
A991292,813
A996469,2272
A927980,2273
A931599,57
A959110,57
A994720,2274
A917759,1140
A945368,2275
A974089,1140
A984105,1140
A915752,158
A933413,158
A939998,1239
A940656,1239
A945035,2276
A987572,2277
A995415,1239
A910229,1290
A916329,1290
A959672,2278
A980500,1290
A930293,2279
A958562,22
A963052,22
A974438,2280
A941847,203
A970181,203
A909316,760
A917685,2281
A960103,760
A991859,760
A992281,2282
A948420,167
A977678,2283
A988380,167
A919180,587
A932855,2284
A979132,587
A925488,590
A944867,599
A953911,506
A955410,506
A985907,590
A993419,599
A913604,831
A927094,16
A927130,1004
A943231,1004
A958042,7
A959020,7
A971400,2285
A978332,1004
A987459,16
A988092,1004
A988463,831
A993222,831
A961851,1356
A973706,1356
A984267,2286
A996767,1356
A908704,1325
A938845,1325
A969297,1325
A979434,771
A990830,771
A991466,771
A913935,1123
A916639,816
A934171,1123
A952968,816
A953555,816
A990598,1123
A990939,2287
A915699,2288
A922416,380
A973008,2289
A978183,380
A981683,2290
A925708,2291
A933051,2292
A909873,2293
A915730,1192
A974557,1192
A975281,1192
A919569,2294
A948906,151
A957644,2295
A973654,151
A992928,2296
A908396,779
A918228,779
A933844,779
A935673,104
A939642,2297
A962257,779
A973378,104
A978334,779
A997062,779
A934433,868
A937929,2298
A973261,868
A979117,868
A917293,1042
A923107,461
A923752,1042
A930141,2299
A958355,461
A966063,2300
A978659,1042
A919055,178
A956141,178
A971826,2301
A987863,2302
A932807,224
A970022,2303
A982633,2304
A984447,224
A930829,2305
A951812,2306
A906194,361
A926384,361
A929471,1211
A930339,1211
A937083,361
A980272,1211
A984962,361
A906733,404
A917192,404
A920175,2307
A991576,2308
A947191,2309
A976634,2310
A910059,875
A967908,875
A968848,875
A952160,2311
A959622,2312
A940115,2313
A944799,2314
A906565,1128
A953862,1128
A956249,1128
A965195,1128
A969805,1128
A982544,1128
A988318,1128
A931137,2315
A935510,2316
A959155,39
A966159,39
A905986,2317
A931916,2318
A931934,2319
A961712,2320
A994391,2321
A964508,1308
A983206,2322
A985423,1308
A992892,1308
A909242,739
A911648,2323
A917888,1014
A919603,2324
A924983,739
A938729,739
A993161,1014
A996159,1014
A996821,2325
A911844,1067
A912529,1067
A985083,2326
A996707,1067
A918431,2327
A940415,1067
A944108,707
A952739,707
A998382,1067
A908627,2328
A921541,961
A937493,961
A955688,2329
A976349,2330
A995703,961
A912235,2331
A914414,227
A985877,227
A926003,2332
A949525,2333
A955771,2334
A969272,2335
A978877,2336
A907235,197
A907561,2337
A919459,197
A971572,2338
A975689,2339
A998449,2340
A924518,292
A928770,292
A964898,2341
A984165,689
A986913,689
A923866,2342
A963243,2343
A932715,2344
A945158,552
A976907,552
A910716,994
A924171,692
A929650,994
A943258,994
A959775,2345
A928836,692
A935709,2346
A956369,692
A964613,692
A911473,525
A913963,1271
A917115,1271
A953859,1271
A975013,525
A992537,1271
A918780,399
A923936,277
A975027,277
A978681,2347
A987507,399
A914104,794
A925125,794
A933331,2348
A982347,794
A928912,891
A944900,891
A949367,891
A905307,355
A936782,2349
A965888,2350
A984273,355
A913911,598
A914909,997
A918638,45
A922375,45
A928345,639
A942201,598
A971136,639
A972846,2351
A973751,997
A980254,71
A993429,71
A994521,997
A919491,2352
A956868,2353
A964774,2354
A964814,673
A964852,673
A972167,2355
A919343,1360
A924289,527
A933626,527
A956067,1360
A990243,1360
A914499,2356
A921027,458
A926750,2357
A952180,1139
A959541,975
A971988,975
A972798,1139
A972991,975
A974873,2358
A990753,458
A997836,1139
A904838,2359
A908374,1057
A915475,1057
A952226,1057
A962808,1057
A981320,1057
A994299,1057
A965159,2360
A909629,1274
A909896,1274
A920139,258
A933903,1361
A947650,1274
A962207,2361
A967796,1361
A982391,1361
A988396,258
A915586,1001
A929150,1001
A941918,1001
A950427,1001
A955414,2362
A967984,1001
A973949,2363
A975477,1001
A980378,1001
A998005,2364
A910414,76
A947926,1083
A971561,1083
A977544,1083
A980267,2365
A984278,76
A915017,2366
A923846,2367
A932002,2368
A976661,2369
A986375,2370
A906347,824
A919782,1382
A933921,824
A938578,769
A940643,769
A941982,1382
A946131,2371
A959287,824
A970209,1382
A979223,769
A909151,2372
A911262,979
A924227,979
A946587,281
A949322,817
A959348,979
A960072,817
A966136,817
A979941,817
A990908,281
A997113,817
A922176,610
A935171,763
A940011,763
A962392,2373
A966619,2374
A982139,610
A983983,763
A949446,1104
A963847,2375
A980580,1104
A993573,1104
A936223,1144
A962517,1144
A963067,1144
A913465,2376
B974620,2377
B987171,2378
B905160,1086
B907279,2379
B908788,453
B909402,2380
B911881,2381
B917944,507
B925465,2382
B951670,1086
B953475,453
B967786,953
B968877,1086
B981754,953
B993908,2383
B995069,507
B998346,953
B903706,579
B905534,1034
B905901,1034
B911517,1087
B936442,1087
B960483,2384
B965236,2385
B973594,1034
B985824,2386
B993984,1087
B996723,579
B936301,315
B965849,315
B975805,2387
B954106,2388
B922336,2389
B967802,123
B969641,123
B900012,1369
B907251,2390
B930339,1369
B947685,1369
B916693,2391
B955001,827
B986049,827
B995469,827
B909496,1228
B910983,2392
B929799,91
B938716,1228
B939787,2393
B959258,827
B968345,91
B968839,827
B973003,827
B979102,1228
B992778,78
B994941,78
B907127,2394
B946381,2395
B905896,955
B907507,955
B948123,955
B959083,955
B965194,955
B975785,2396
B977840,955
B939117,1269
B980393,2397
B981383,2398
B983492,1269
B983783,1269
B943734,2399
B946771,2400
B902569,1198
B926699,1198
B927422,919
B937491,919
B940776,1198
B942781,663
B974702,919
B975219,2401
B992249,2402
B998260,663
B953272,2403
B957725,2404
B910121,365
B921900,365
B942116,2405
B956044,2406
B898720,2407
B907776,618
B940960,2408
B949208,2409
B975977,618
B992050,2410
B901484,963
B916573,94
B917471,256
B928529,963
B929190,256
B934589,2411
B939807,2412
B943715,94
B945939,2413
B954167,963
B899680,235
B921486,139
B943689,429
B946937,235
B966087,429
B973261,139
B923834,925
B925559,1153
B929332,925
B951712,2414
B955416,2415
B971242,2416
B980220,925
B981558,1153
B995918,1153
B902671,2417
B924345,2418
B929065,2419
B935262,2420
B977323,2421
B938063,478
B944357,478
B973146,2422
B976489,2423
B977538,2424
B935424,2425
B942085,2426
B942319,2427
B955561,1184
B989497,1184
B992944,1184
B913675,809
B914497,2428
B926639,2429
B934856,2430
B954781,2431
B963783,809
B963997,809
B993121,2432
B998479,2433
B898272,1157
B928175,2434
B936042,393
B972120,2435
B984219,1157
B990778,2436
B992572,393
B993339,1157
B904818,2437
B942841,37
B947249,2438
B948822,37
B949415,2439
B954891,2440
B938293,2441
B955211,2442
B955223,2443
B958325,2444
B960184,318
B968607,318
B991289,2445
B898527,369
B911350,2446
B929814,2447
B932773,369
B977853,2448
B901321,2449
B906906,1353
B908407,1353
B928070,1353
B955964,181
B977642,2450
B986197,181
B911373,2451
B956144,2452
B970152,2453
B937020,2454
B952436,2455
B967882,2456
B920534,2457
B980702,2458
B987175,2459
B995942,2460
B902743,2461
B932611,2462
B992068,266
B995435,266
B912820,1323
B925824,2463
B942021,155
B967610,155
B969695,372
B972153,372
B975704,1323
B983771,1323
B912063,383
B940607,2464
B940948,2465
B998046,383
B900198,1024
B923717,2466
B940983,2467
B946284,942
B946936,942
B959722,1024
B967156,1024
B998082,942
B898688,2468
B916636,2469
B919193,758
B920465,2470
B946659,758
B957339,758
B899921,2471
B974820,2472
B912029,2473
B962780,2474
B975689,2475
B986519,2476
B912430,2477
B935972,2478
B968208,2479
B974326,2480
B980723,2481
B905364,5
B925825,2482
B925918,2483
B927836,2484
B939443,1259
B959117,1259
B962007,2485
B978334,1259
B990328,5
B914422,1029
B916602,1029
B933806,70
B941385,267
B948496,267
B976112,2486
B981502,1029
B986277,70
B949975,2487
B996282,2488
B903935,2489
B923079,2490
B934782,2491
B956211,2492
B923103,2493
B954478,2494
B955457,2495
B960252,2496
B995874,2497
B911525,484
B920434,1081
B944165,1081
B952865,2498
B956540,1119
B959345,1119
B963045,484
B964662,1081
B989635,1119
B990702,2499
B902204,2500
B933248,2501
B945077,2502
B957323,615
B994672,615
B996662,2503
B899862,899
B905586,899
B908680,899
B920861,2504
B944942,2505
B995723,2506
B911415,545
B929698,2507
B931005,545
B935362,1037
B953119,497
B955021,497
B970788,1037
B976526,1037
B901044,508
B937299,2508
B941369,2509
B980859,508
B904940,981
B905047,2510
B929303,981
B936075,981
B947393,2511
B906409,1246
B912415,2512
B917535,2513
B966038,1246
B993689,1246
B920356,2514
B935098,2515
B962597,388
B978284,388
B994082,2516
B903530,693
B903827,829
B913672,2517
B930315,829
B960502,829
B962195,2518
B964154,829
B970983,693
B971223,2519
B981632,829
B932699,2520
B953189,2521
B916710,2522
B983220,2523
B898890,143
B903674,112
B908210,289
B936461,112
B941863,289
B952640,2524
B962563,143
B939019,1127
B948857,1127
B955039,1127
B955114,2525
B910747,1127
B935534,2526
B943815,1127
B950187,2527
B911681,1068
B927947,1068
B936503,1047
B938397,1047
B951423,2528
B953765,2529
B963371,881
B968486,881
B972884,2530
B976156,1047
B985492,1068
B986287,2531
B993154,881
B948117,280
B948742,280
B971369,2532
B996222,2533
B903730,2534
B925196,179
B928015,179
B984815,2535
B903600,1149
B923292,790
B923921,790
B939697,1149
B943376,244
B950052,244
B952280,790
B983083,1149
B922577,2536
B923816,742
B942376,729
B966201,1230
B967950,729
B973410,2537
B978662,1230
B986119,742
B994780,742
B998241,1230
B919119,2538
B950412,2539
B962247,987
B963932,987
B970228,987
B982194,166
B984545,166
B899330,1073
B907278,883
B920914,883
B921405,883
B929203,1073
B938531,1134
B949877,2540
B950940,2541
B951468,1073
B975730,1134
B976025,1134
B910363,2542
B916834,2543
B929007,416
B963448,416
B968724,633
B989966,633
B919821,432
B921762,382
B931027,2544
B932814,432
B956804,2545
B974500,382
B906170,2546
B930707,2547
B943893,2548
B952099,603
B962912,2549
B984370,520
B985654,520
B997968,603
B918584,172
B940917,172
B963114,356
B969800,356
B971288,2550
B910064,49
B911711,1232
B914067,847
B928544,847
B936935,1232
B953149,49
B962088,1232
B963938,2551
B975061,847
B933407,884
B937830,884
B950268,884
B977057,2552
B985121,884
B927869,2553
B933596,2554
B936255,228
B955804,2555
B963616,228
B900577,304
B919981,2556
B939380,1343
B965006,304
B967328,2557
B971049,1343
B980466,1343
B992171,2558
B940247,1158
B949774,1158
B955072,394
B970338,394
B986628,1158
B929089,2559
B938524,1171
B943175,34
B949945,34
B960152,499
B972532,1171
B981864,2560
B982950,1319
B984868,499
B932694,1319
B936516,260
B940261,260
B968950,1319
B985223,1319
B997512,2561
B900417,1270
B921807,2562
B922935,1270
B943157,2563
B961294,2564
B968179,1270
B899052,326
B899951,2565
B911011,2566
B916707,326
B950834,566
B952910,2567
B982545,2568
B989541,23
B989563,23
B998119,566
B907467,2569
B933838,756
B942925,2570
B948449,756
B978900,756
B900331,239
B910259,193
B937361,374
B943578,2571
B945564,374
B950180,2572
B952245,2573
B975840,193
B980644,2574
B986446,2575
B987641,2576
B988957,239
B906916,2577
B927272,2578
B930072,2579
B935222,2580
B985964,2581
B904057,2582
B926009,333
B935873,2583
B980412,2584
B989854,333
B910311,638
B913731,2585
B918856,2586
B930335,2587
B943453,638
B929086,2588
B932600,2589
B965293,2590
B899313,761
B907773,761
B911860,761
B905891,2591
B912834,225
B937185,225
B942215,2592
B966141,647
B982751,647
B933865,83
B964148,83
B979536,2593
B965877,2594
B968394,2595
B996923,2596
B903303,1120
B907721,1275
B907905,2597
B917277,1275
B940330,1120
B941229,2598
B943299,1120
B954771,1275
B906632,2599
B913560,2600
B966599,2601
B900694,947
B929457,947
B930410,713
B943941,947
B968708,713
B975256,947
B901651,337
B907806,2602
B912564,337
B932009,435
B932881,2603
B951233,2604
B986011,435
B908632,295
B910859,656
B957409,656
B960134,295
B970976,31
B978374,2605
B980279,31
B906445,1240
B917077,1240
B969349,2606
B972685,1240
B904814,2607
B920065,571
B926880,2608
B941675,2609
B956857,351
B963773,2610
B983461,571
B988693,351
B901868,319
B904748,2611
B915080,319
B940429,420
B942232,607
B952624,2612
B953146,420
B957731,2613
B985596,607
B906220,533
B919130,2614
B921652,533
B926006,869
B931361,869
B938187,869
B938590,668
B950531,668
B957757,2615
B977573,2616
B912578,2617
B928079,206
B928218,2618
B960021,2619
B981761,206
B931647,2620
B933114,2621
B937305,1364
B937353,1347
B953073,1347
B963129,1364
B968251,1347
B989462,1364
B915421,1357
B920669,1357
B924242,1357
B983162,2622
B902553,2623
B913184,732
B917664,462
B933810,732
B948953,732
B964115,297
B967228,2624
B968368,462
B980662,297
B985819,2625
B898158,2626
B915895,411
B919596,2627
B968070,411
B975861,2628
B975026,2629
B985770,2630
B901147,2631
B946514,2632
B924046,1249
B924370,1249
B952185,2633
B960820,2634
B967536,2635
B971933,1249
B909205,2636
B911728,1365
B938177,2637
B939535,1365
B947385,2638
B964364,1365
B982702,2639
B898897,2640
B898969,2641
B899713,2642
B901784,2643
B902968,841
B911967,2644
B935817,841
B981183,841
B925858,102
B941481,102
B973046,2645
B909425,147
B923050,1168
B924679,1168
B931597,275
B952171,147
B953258,1168
B988100,2646
B998824,275
B902281,2647
B924485,11
B925183,2648
B946041,2649
B978021,2650
B978838,2651
B983175,11
B930328,2652
B945541,2653
B949262,2654
B965528,2655
B932228,175
B934192,2656
B950344,175
B970591,2657
B980086,2658
B926875,2659
B963239,2660
B991408,2661
B994373,2662
B907837,349
B933561,2663
B954654,797
B963234,797
B973199,797
B975887,2664
B976303,2665
B976744,349
B977488,2666
B993291,2667
B912420,2668
B931628,2669
B984258,2670
B916502,890
B920506,359
B920830,890
B936359,1132
B947462,1132
B961172,359
B973537,2671
B974403,890
B978711,1132
B950878,2672
B967270,231
B992532,231
B934374,2673
B981578,2674
B910849,971
B915894,2675
B919623,971
B923996,2676
B935814,992
B970202,992
B970410,971
B988181,992
B902349,799
B932186,2677
B946319,799
B947809,2678
B948833,799
B986875,2679
B913360,294
B920939,142
B943536,2680
B947124,142
B971569,294
B994904,2681
B920431,2682
B953265,2683
B971534,2684
B901877,1289
B931002,2685
B935697,1289
B967042,1289
B908426,74
B983422,74
B923968,306
B939814,306
B994950,2686
B899574,1359
B936701,1359
B944555,1359
B910587,324
B961337,324
B982269,2687
B924805,2688
B949887,2689
B962392,637
B965082,2690
B974855,637
B983820,357
B992837,357
B919244,976
B921111,976
B958341,976
B959314,976
B899274,2691
B905154,379
B918202,379
B946050,1099
B947747,1099
B974616,1099
B978043,1333
B982498,1333
B983367,1333
B984740,2692
B992336,2693
B902427,2694
B906506,2695
B982449,2696
B994678,2697
B904022,2698
B916462,1322
B933468,1322
B941191,1322
B967583,2699
B900703,276
B902628,2700
B943781,276
B954792,698
B965445,698
B967272,2701
B995162,2702
B921329,1175
B945486,1175
B948158,1175
B950162,2703
B910439,2704
B914007,550
B920426,1117
B955676,2705
B966821,1117
B973296,550
B974307,1117
B931507,2706
B972612,2707
B995121,2708
B997807,2709
B983830,2710
B911987,776
B914131,776
B927191,776
B948947,776
B951744,776
B970406,776
B985908,2711
B993686,776
B996404,776
B929011,2712
B966050,861
B971403,861
B983008,2713
B992750,2714
B994872,861
B901645,2715
B914971,2716
B965550,373
B965699,373
B972201,2717
B993571,2718
B921644,2719
B930425,2720
B908665,2721
B939487,2722
B975063,2723
B986445,2724
B907681,1105
B966701,1105
B987194,1105
B991770,2725
B996463,2726
B998856,2727
B921217,2728
B925060,2729
B937798,2730
B944040,2731
B904617,2732
B905470,99
B912399,1363
B935390,1363
B952253,2733
B974473,99
B982877,1363
B985060,2734
B900601,2735
B906482,2736
B951666,2737
B933568,2738
B957169,421
B971163,421
B899395,1062
B899857,1207
B910384,2739
B917008,1207
B917818,1062
B936234,1207
B949988,2740
B956963,2741
B962012,1062
B968586,2742
B931955,2743
B936542,2744
B908045,2745
B939435,413
B954520,2746
B960513,413
B986863,165
B990278,165
B983973,2747
B939705,2748
B976840,2749
B977710,2750
B983459,2751
B903899,954
B904304,2752
B936353,954
B940961,954
B958931,2753
B970250,2754
B913858,2755
B920798,2756
B923140,2757
B937196,2758
B963519,2759
B914744,597
B925796,597
B933344,2760
B951887,2761
B974255,873
B983393,873
B987982,2762
B988240,873
B994616,2763
B906372,2764
B918838,914
B936163,1150
B941088,1150
B941570,914
B972740,2765
B983882,1150
B996858,914
B902366,2766
B914264,880
B933308,880
B940329,2767
B941790,871
B943778,871
B954266,871
B972797,2768
B981656,880
B910208,1012
B924248,1012
B929423,1012
B924377,2769
B941373,2770
B948389,446
B986857,446
B989654,2771
B906755,140
B918701,140
B962335,2772
B984534,2773
B903548,440
B909316,2774
B926531,2775
B927915,842
B965672,1111
B980590,1111
B986841,440
B990457,1111
B994652,842
B996465,842
B900507,592
B910707,2776
B913879,740
B939437,592
B952763,740
B970180,740
B985231,842
B904039,924
B921228,2777
B925883,2778
B931146,47
B945074,924
B959094,924
B973539,47
B987173,2779
B962530,2780
B905277,845
B913677,64
B939873,845
B950469,176
B958368,463
B959168,64
B970948,2781
B980207,463
B980866,176
B902647,2782
B971587,2783
B982341,845
B898971,2784
B908662,2785
B916519,114
B931389,2786
B932126,2787
B941253,2788
B955947,114
B967350,2789
B945146,2790
B936370,614
B942082,2791
B947831,926
B951491,926
B958613,2792
B986916,614
B993316,926
B916066,888
B935648,2793
B959535,888
B974670,888
B930094,2794
B930174,460
B943067,460
B951854,2795
B952025,2796
B957402,2797
B918061,335
B936765,335
B938330,2798
B980784,2799
B983804,2800
B912168,2801
B916253,67
B926562,1272
B940108,67
B946151,1272
B957159,1272
B971897,2802
B979801,2803
B935977,210
B958595,210
B962322,2804
B903931,2805
B972446,2806
B911652,44
B922766,2807
B935863,2808
B955207,2809
B960057,2810
B960491,44
B985560,2811
B924608,2812
B947134,360
B976300,2813
B978486,2814
B992093,2815
B993587,360
B902713,196
B949498,48
B974772,58
B977390,48
B982183,58
B984123,196
B903150,711
B957978,711
B984611,2816
B919871,88
B947442,2817
B963121,88
B905305,1253
B909763,1253
B981612,1253
B928390,2818
B943218,2819
B960500,2820
B963366,2821
B929719,575
B933352,2822
B937021,2823
B939422,2824
B941205,454
B954296,454
B957161,575
B898289,754
B922530,754
B942364,2825
B971468,754
B973128,2826
B975416,486
B998353,486
B913573,2827
B915213,207
B921366,2828
B946512,1173
B980604,1173
B982185,1173
B989328,207
B924802,1027
B925000,554
B948609,375
B949057,375
B964361,554
B966060,1027
B986839,8
B994795,8
B994823,1027
B914936,2829
B920209,2830
B982757,2831
B910282,2832
B935632,145
B953322,145
B959914,2833
B972162,2834
B972390,2835
B905165,1381
B931622,1381
B943249,1381
B904370,1082
B904569,2836
B912977,2837
B913296,1082
B919838,702
B924584,702
B955202,1082
B958203,363
B976431,363
B989375,2838
B904788,2839
B957307,2840
B942839,1085
B950197,1085
B953015,1085
B957894,1220
B958041,1220
B961852,1220
B986108,2841
B898292,1208
B901020,1306
B901402,978
B901999,778
B911529,2842
B917451,778
B921332,778
B923631,2843
B925666,978
B936819,502
B947818,2844
B968753,1306
B978942,1306
B984086,1208
B984845,502
B986081,2845
B990130,1208
B992960,978
B917453,2846
B966191,720
B995030,720
B911774,2847
B917854,2848
B972333,2849
B912665,2850
B949845,42
B966687,42
B978248,2851
B988796,2852
B992541,2853
B936304,1299
B961837,1224
B968304,1224
B975397,1299
B984360,1224
B991375,1299
B907116,952
B925817,952
B948014,952
B917993,2854
B918568,2855
B912469,907
B925370,907
B952907,2856
B984193,907
B986244,2857
B975555,2858
B922898,832
B944826,299
B945094,2859
B963682,299
B969871,1196
B970754,1196
B972356,1196
B979796,832
B982095,832
B901447,679
B908176,447
B925359,51
B936874,51
B955636,679
B957148,137
B972879,2860
B984466,137
B992545,447
B898964,2861
B906166,1266
B908283,1266
B923666,2862
B943301,417
B950030,1266
B981608,417
B941884,830
B955337,830
B961535,2863
B981630,830
B903987,2864
B974513,17
B998180,17
B901754,2865
B907340,161
B950820,161
B966269,2866
B900652,2867
B905565,2868
B927288,2869
B940262,2870
B946021,2871
B949677,2872
B976011,2873
B982223,2874
B997105,2875
B950031,26
B962681,26
B969557,2876
B994833,2877
B917377,1226
B918441,1226
B931394,1226
B932890,2878
B991797,314
B922940,2879
B935712,2880
B945789,442
B950123,442
B959926,314
B987191,2881
B902977,2882
B908001,923
B915970,923
B954236,923
B924147,611
B934566,2883
B985696,611
B901431,960
B926827,960
B940096,960
B988028,2884
B988952,2885
B913420,2886
B913479,423
B918403,2887
B927685,350
B938825,2888
B968003,350
B992444,423
B996400,2889
B907605,2890
B961447,2891
B965740,431
B994723,431
B909793,2892
B919775,376
B931930,1366
B953316,1366
B978372,1366
B980840,376
B901943,594
B903572,602
B943469,594
B960219,602
B990986,2893
B929325,2894
B933994,2895
B917858,1152
B918888,1152
B920862,795
B952598,795
B973953,795
B978251,1152
B991850,2896
B935651,339
B936309,2897
B937721,2898
B960906,2899
B968943,339
B980130,2900
B984116,2901
B900811,2902
B917231,2903
B975266,2904
B994990,2905
B917653,2906
B926174,2907
B945419,2908
